domain,Organization,email_pattern
nactis.com,Nactis Benelux,{firstinitial}{lastinitial}@{domain}
nordiccomputer.dk,Nordic Computer,{firstinitial}{lastinitial}@{domain}
npspot.com,Nord Pool Spot,{firstinitial}{lastinitial}@{domain}
nrfaccount.com,Nordic Federation of Public Accountants,{firstinitial}{lastinitial}@{domain}
o2.co.uk,O2 Telefonica UK,{firstinitial}{lastinitial}@{domain}
orange.pl,PGE Polska Grupa Energetyczna,{firstinitial}{lastinitial}@{domain}
pacteurope.eu,PACT consulting,{firstinitial}{lastinitial}@{domain}
pharma.be,pharma.be,{firstinitial}{lastinitial}@{domain}
profiler-consulting.com,Profiler Consulting,{firstinitial}{lastinitial}@{domain}
proventus.se,Proventus Capital Partners,{firstinitial}{lastinitial}@{domain}
railjournal.co.uk,IRJ - International Railway Journal,{firstinitial}{lastinitial}@{domain}
ridenspa.com,CRM Alliance - Critical Raw Materials Alliance CRM Alliance),{firstinitial}{lastinitial}@{domain}
rkr.dk,Association of Danish Mortgage Banks,{firstinitial}{lastinitial}@{domain}
saga-pe.com,SAGA Private Equity,{firstinitial}{lastinitial}@{domain}
seaeurope.eu,Sea Europe,{firstinitial}{lastinitial}@{domain}
securityeurope.info,Security Europe,{firstinitial}{lastinitial}@{domain}
ski.dk,SKI,{firstinitial}{lastinitial}@{domain}
steltemeier-rawe.com,Bernstein Group,{firstinitial}{lastinitial}@{domain}
thecorporatediplomats.com,The Corporate Diplomats,{firstinitial}{lastinitial}@{domain}
therightstreet.digital,The Right Street,{firstinitial}{lastinitial}@{domain}
vbo-feb.be,Federation of Enterprises in Belgium,{firstinitial}{lastinitial}@{domain}
vending-europe.eu,EVA - European Vending Association,{firstinitial}{lastinitial}@{domain}
video-recruit.com,Video Recruit,{firstinitial}{lastinitial}@{domain}
visitdenmark.com,Visit Denmark,{firstinitial}{lastinitial}@{domain}
voxviridis.com,Vox Viridis,{firstinitial}{lastinitial}@{domain}
whyte.be,ATACAMA,{firstinitial}{lastinitial}@{domain}
 environment.moa.gov.cy,Permanent Representation of the Republic of Cyprus to the EU,{firstinitial}{lastname}@{domain}
 mof.gov.cy,Permanent Representation of Cyprus to the EU,{firstinitial}{lastname}@{domain}
Aena.es,Aena,{firstinitial}{lastname}@{domain}
Amazon.com,Amazon,{firstinitial}{lastname}@{domain}
CDIAonline.org,CDIA - Consumer Data Industry Association,{firstinitial}{lastname}@{domain}
CFTC.gov,CFTC - Commodity Futures Trading Commission,{firstinitial}{lastname}@{domain}
ETUC.ORG,ETUC - European Trade Union Confederation,{firstinitial}{lastname}@{domain}
FIA.org,Futures Industry Association,{firstinitial}{lastname}@{domain}
FTSERussell.com,FTSE Russell,{firstinitial}{lastname}@{domain}
IAAPA.org,IAAPA - The Global Association for the Attractions Industry,{firstinitial}{lastname}@{domain}
IBM.com,IBM,{firstinitial}{lastname}@{domain}
IINEWS.COM,,{firstinitial}{lastname}@{domain}
Richter.ca,Richter Family Office,{firstinitial}{lastname}@{domain}
Steptoe.com,Steptoe & Johnson LLP,{firstinitial}{lastname}@{domain}
ab.gov.tr,Permanent Delegation of Turkey to the EU,{firstinitial}{lastname}@{domain}
aba.com,American Bankers Association,{firstinitial}{lastname}@{domain}
about-payments.com,About-Payments.com,{firstinitial}{lastname}@{domain}
abta.co.uk,ABTA - The Travel Association,{firstinitial}{lastname}@{domain}
accreate.com,Accreate,{firstinitial}{lastname}@{domain}
acpr.ro,ACPR - Alianta Confederatiilor Patronale din Romania,{firstinitial}{lastname}@{domain}
actonline.org,Association for Competitive Technology,{firstinitial}{lastname}@{domain}
actu.org.au,ACTU - Australian Council of Trade Unions,{firstinitial}{lastname}@{domain}
adamantia.paris,Adamantia Advisory,{firstinitial}{lastname}@{domain}
adb.org,ADB - Asian Development Bank,{firstinitial}{lastname}@{domain}
adicae.net,ADICAE - Spanish Banking and Insurance Consumer Association,{firstinitial}{lastname}@{domain}
adt.irisnet.be,perspective.brussels,{firstinitial}{lastname}@{domain}
aebanca.es,Spain - SPANISH BANKING ASSOCIATION,{firstinitial}{lastname}@{domain}
aegon.nl,Aegon,{firstinitial}{lastname}@{domain}
aesc.org,Association of Executive Search Consultants AESC,{firstinitial}{lastname}@{domain}
agco.com,Auerbach Grayson,{firstinitial}{lastname}@{domain}
agep.eu,UNESDA - Union of European Soft Drinks Associations,{firstinitial}{lastname}@{domain}
agrimedia.nl,AgriMedia,{firstinitial}{lastname}@{domain}
ahl.com,AHL/ Man Group,{firstinitial}{lastname}@{domain}
aigeurope.org,BIPAR - BIPAR - European Federation of Insurance Intermediaries,{firstinitial}{lastname}@{domain}
aima.org,AIMA - Alternative Investment Managers Association,{firstinitial}{lastname}@{domain}
airplus.com,Lufthansa AirPlus,{firstinitial}{lastname}@{domain}
aitegroup.com,,{firstinitial}{lastname}@{domain}
akd.eu,AKD Luxembourg,{firstinitial}{lastname}@{domain}
akmai.com,Akamai Technologies,{firstinitial}{lastname}@{domain}
aldeparty.eu,ALDE Party,{firstinitial}{lastname}@{domain}
algebris.com,Algebris Investments,{firstinitial}{lastname}@{domain}
aligninternational.com,,{firstinitial}{lastname}@{domain}
alliancerm.org,ARM - Alliance for Regenerative Medecine,{firstinitial}{lastname}@{domain}
altaiconsulting.com,Altai Consulting,{firstinitial}{lastname}@{domain}
alteca.fr,Alteca,{firstinitial}{lastname}@{domain}
alvarezandmarsal.com,Alvarez & Marsal,{firstinitial}{lastname}@{domain}
amadeus.com,Amadeus IT Group,{firstinitial}{lastname}@{domain}
amadeuscapital.com,,{firstinitial}{lastname}@{domain}
amafi.fr,AMAFI - Association Française des Marchés Financiers,{firstinitial}{lastname}@{domain}
amazon.co.uk,Amazon Web,{firstinitial}{lastname}@{domain}
amcham.be,AmCham Belgium,{firstinitial}{lastname}@{domain}
amexio.fr,Amexio,{firstinitial}{lastname}@{domain}
amte-euro.com,,{firstinitial}{lastname}@{domain}
anwb.nl,ANWB - Koninklijke Nederlandse Toeristenbond,{firstinitial}{lastname}@{domain}
ap.org,The Associated Press,{firstinitial}{lastname}@{domain}
apcoworldwide.com,APCO,{firstinitial}{lastname}@{domain}
apoddfoundation.org,aPODD Foundation,{firstinitial}{lastname}@{domain}
archmi.eu,Arch Mortgage Insurance,{firstinitial}{lastname}@{domain}
aref.org.uk,AREF - Association of Real Estate,{firstinitial}{lastname}@{domain}
arrowsgroup.com,Arrows Group - London,{firstinitial}{lastname}@{domain}
assuredguaranty.com,AFGI - Association of Financial Guaranty Insurers,{firstinitial}{lastname}@{domain}
assystem.com,Assystem,{firstinitial}{lastname}@{domain}
audencia.com,Audencia Business School,{firstinitial}{lastname}@{domain}
audentestx.com,Audentes Therapeutics Inc,{firstinitial}{lastname}@{domain}
augdeb.com,August & Debouzy,{firstinitial}{lastname}@{domain}
auth.gr,Aristotle University of Thessaloniki,{firstinitial}{lastname}@{domain}
avascent.com,Avascent,{firstinitial}{lastname}@{domain}
avaya.com,Avaya,{firstinitial}{lastname}@{domain}
backbone.eu.com,Backbone Luxembourg,{firstinitial}{lastname}@{domain}
bcc.es,Grupo Cooperativo Cajamar,{firstinitial}{lastname}@{domain}
bdg-associates.com,,{firstinitial}{lastname}@{domain}
bezalel.ac.il,Bezalel Academy,{firstinitial}{lastname}@{domain}
bgcpartners.com,BGC Partners,{firstinitial}{lastname}@{domain}
bii.co.uk,British International Investment,{firstinitial}{lastname}@{domain}
bir.org,BIR - Bureau of International Recycling,{firstinitial}{lastname}@{domain}
blackberry.com,BlackBerry,{firstinitial}{lastname}@{domain}
bll-online.de,BLL - Federation of food law and food science,{firstinitial}{lastname}@{domain}
bll.de,BLL - German Federation for Food Law and Food Science,{firstinitial}{lastname}@{domain}
bloomberg.net ,Bloomberg,{firstinitial}{lastname}@{domain}
bluebirdbio.com, BlueBird bio,{firstinitial}{lastname}@{domain}
bma.org.uk,BMA - British Medical Association,{firstinitial}{lastname}@{domain}
bondmarkets.com,The Bond Market Association,{firstinitial}{lastname}@{domain}
boostb2b.com,Boost Payments Solution ,{firstinitial}{lastname}@{domain}
bottomline.com,Bottom Line Technology,{firstinitial}{lastname}@{domain}
bouygues-europe.com,Bouygues Europe,{firstinitial}{lastname}@{domain}
bouygues.com,Bouygues,{firstinitial}{lastname}@{domain}
bovill.com,Bovill,{firstinitial}{lastname}@{domain}
bpf.org.uk,BPF - British Property Federation,{firstinitial}{lastname}@{domain}
bpi.de,BPI - German Pharmaceutical Industry Association ,{firstinitial}{lastname}@{domain}
brabant.nl,BrabantStad,{firstinitial}{lastname}@{domain}
brighttalk.com,BrightTALK™,{firstinitial}{lastname}@{domain}
broadcom.com,Broadcom,{firstinitial}{lastname}@{domain}
brookings.edu,Brookings Institution,{firstinitial}{lastname}@{domain}
brunswick.com,Brunswick Group,{firstinitial}{lastname}@{domain}
brunswickgroup.com,Brunswick Group,{firstinitial}{lastname}@{domain}
brunwickgroup.com,,{firstinitial}{lastname}@{domain}
brutele.be,Hochner,{firstinitial}{lastname}@{domain}
businessmonitor.com,Business Monitor International,{firstinitial}{lastname}@{domain}
bvca.co.uk,BVCA - British Venture Capital Association,{firstinitial}{lastname}@{domain}
cambre-associates,Cambre Associates,{firstinitial}{lastname}@{domain}
cap.pt,CAP - The Portuguese Farmers Confederation,{firstinitial}{lastname}@{domain}
capstonedc.com,Capstone,{firstinitial}{lastname}@{domain}
capstoneeu.com,Capstone,{firstinitial}{lastname}@{domain}
cardsprepaid.com,Cards Prepaid Limited,{firstinitial}{lastname}@{domain}
carisls.com,Caris Life Sciences,{firstinitial}{lastname}@{domain}
cassinisystems.com,Cassini Systems,{firstinitial}{lastname}@{domain}
catalonia.com,ACCIO,{firstinitial}{lastname}@{domain}
cdiaonline.org,CDIA - Consumer Data Industry Association ,{firstinitial}{lastname}@{domain}
ceis.eu,CEIS,{firstinitial}{lastname}@{domain}
celgene.com,Celgene,{firstinitial}{lastname}@{domain}
cgsh.com,Cleary Gottlieb Steen & Hamilton LLP,{firstinitial}{lastname}@{domain}
chd.lu,Chambre des députés,{firstinitial}{lastname}@{domain}
cheuvreux.com,Capital Fund Management,{firstinitial}{lastname}@{domain}
cinop.nl,CINOP,{firstinitial}{lastname}@{domain}
citco.com,The Citco Group Limited,{firstinitial}{lastname}@{domain}
cityandfinancial.com,,{firstinitial}{lastname}@{domain}
civic-exchange.org,Civic Exchange,{firstinitial}{lastname}@{domain}
clingendael.nl,Clingendael International Energy Programme,{firstinitial}{lastname}@{domain}
clrfn.com,,{firstinitial}{lastname}@{domain}
clubofrome.org,The Club of Rome,{firstinitial}{lastname}@{domain}
cobepa.com,Copeba,{firstinitial}{lastname}@{domain}
coca-cola.com,Coca-Cola Services,{firstinitial}{lastname}@{domain}
coleurope.be,College of Europe,{firstinitial}{lastname}@{domain}
colmore.com,Colmore,{firstinitial}{lastname}@{domain}
commonscapital.nl,The Club of Rome,{firstinitial}{lastname}@{domain}
compasslexecon.com,Compass lexecon,{firstinitial}{lastname}@{domain}
competition.gov.cy,Commission for the Protection of Competition of Cyprus,{firstinitial}{lastname}@{domain}
confluence.com,Confluence,{firstinitial}{lastname}@{domain}
conforntations.org,Confrontation Europe,{firstinitial}{lastname}@{domain}
confrontations.org,Confrontations Europe,{firstinitial}{lastname}@{domain}
consumentenbond.nl,Consumentenbond,{firstinitial}{lastname}@{domain}
contextworld.com,Contextworld,{firstinitial}{lastname}@{domain}
cosmeticseurope.eu,Cosmetics Europe,{firstinitial}{lastname}@{domain}
counterextremism.com,CEP - Counter Extremism Project,{firstinitial}{lastname}@{domain}
cov.com,Covington & Burling LLP,{firstinitial}{lastname}@{domain}
cov.com ,Covington & Burling LLP ,{firstinitial}{lastname}@{domain}
cp-dl.com,CP-DL Capolino-Perlingieri & Leone,{firstinitial}{lastname}@{domain}
cpaireland.ie,The Institute of Certified Public Accountants in Ireland,{firstinitial}{lastname}@{domain}
cpwplc.com,The Carphone Warehouse Plc,{firstinitial}{lastname}@{domain}
crai.co.uk,Charles River Associates,{firstinitial}{lastname}@{domain}
crai.com,CRA International,{firstinitial}{lastname}@{domain}
creasolservices.com,CREASOL SERVICES,{firstinitial}{lastname}@{domain}
crefceurope.org,CREFC - Commercial Real Estate Finance Council Europe,{firstinitial}{lastname}@{domain}
cruising.org,CLIA Europe - Cruise Lines International Association Europe ,{firstinitial}{lastname}@{domain}
csc.com,CSC,{firstinitial}{lastname}@{domain}
cse-eutax.org,CFE - Confédération Fiscale Européenne,{firstinitial}{lastname}@{domain}
ctf.org,CTF - Children's Tumor Foundation,{firstinitial}{lastname}@{domain}
cthabitec.com,Centro Tecnológico HABITEC,{firstinitial}{lastname}@{domain}
ctigroup.com,CTI Group,{firstinitial}{lastname}@{domain}
cysec.gov.cy,Permanent Representation of Cyprus to the EU,{firstinitial}{lastname}@{domain}
danapayment.com,Danapay,{firstinitial}{lastname}@{domain}
danfoss.com,Danfoss,{firstinitial}{lastname}@{domain}
danosassociates.com,Danos Associates,{firstinitial}{lastname}@{domain}
darroisvilley.com,Darrois Villey Maillot Brochier,{firstinitial}{lastname}@{domain}
datainnovation.org,Center for Data Innovation,{firstinitial}{lastname}@{domain}
dataminr.com,Dataminr,{firstinitial}{lastname}@{domain}
dataraphic.com,Dataraphic Information Technologies,{firstinitial}{lastname}@{domain}
dbrs.com,DBRS,{firstinitial}{lastname}@{domain}
dca.mcw.gov.cy ,Permanent Representation of Cyprus to the EU,{firstinitial}{lastname}@{domain}
debevoise.com,Debevoise & Plimpton,{firstinitial}{lastname}@{domain}
delhaize.be,Delhaize Group,{firstinitial}{lastname}@{domain}
deloitte.be,Deloitte,{firstinitial}{lastname}@{domain}
deloitte.co.uk,Deloitte,{firstinitial}{lastname}@{domain}
"deloitte.co.uk
",Deloitte,{firstinitial}{lastname}@{domain}
deloitte.com,Deloitte,{firstinitial}{lastname}@{domain}
deloitte.com.au,Deloitte,{firstinitial}{lastname}@{domain}
deloitte.fr ,Deloitte,{firstinitial}{lastname}@{domain}
deloitte.it,Deloitte,{firstinitial}{lastname}@{domain}
deloitte.nl,Deloitte,{firstinitial}{lastname}@{domain}
dematteislex.com ,De Matteis Law ,{firstinitial}{lastname}@{domain}
dfsa.ae,IFFC - Institute for Financial Crime,{firstinitial}{lastname}@{domain}
dgepcd.gov.cy,Permanent Representation of Cyprus to the EU,{firstinitial}{lastname}@{domain}
dgv.pt,"IMTT - Direcção Geral de Viação, Portugal",{firstinitial}{lastname}@{domain}
di.uoa.g,ATHENA RC/IMIS,{firstinitial}{lastname}@{domain}
dipacint.com,Dipac,{firstinitial}{lastname}@{domain}
dits.mof.gov.cy,Permanent Representation of Cyprus to the EU,{firstinitial}{lastname}@{domain}
dl.com,Dewey & LeBoeuf LLP,{firstinitial}{lastname}@{domain}
dli.mlsi.gov.cy,Permanent Representation of the Republic of Cyprus to the EU,{firstinitial}{lastname}@{domain}
dms.gov.cy ,Permanent Representation of Cyprus to the EU,{firstinitial}{lastname}@{domain}
dmsgovernance.com,DMS Governance,{firstinitial}{lastname}@{domain}
dstsystems.com,DST Global Solutions Limited,{firstinitial}{lastname}@{domain}
dtcc.com,DTCC - Depository Trust and Clearing Corporation,{firstinitial}{lastname}@{domain}
dttc.com,DTCC - Depository Trust and Clearing Corporation,{firstinitial}{lastname}@{domain}
eamonnbates.com,CEPA - Confederation of European Pest Management Associations,{firstinitial}{lastname}@{domain}
easo.org,EASO - European Association for the Study of Obesity,{firstinitial}{lastname}@{domain}
easypay.al,Easy Pay,{firstinitial}{lastname}@{domain}
ebaa.org,EBAA - European Business Aviation Association,{firstinitial}{lastname}@{domain}
economia.gob.es,Spanish Treasury,{firstinitial}{lastname}@{domain}
ectaa.eu,ECTAA - European TravelAgents’ and Tour Operators’ Associations,{firstinitial}{lastname}@{domain}
ectaportal.com,ECTA - European Competitive Telecommunications Association,{firstinitial}{lastname}@{domain}
edf.org,Environmental Defense Fund,{firstinitial}{lastname}@{domain}
edg-esga.eu,European Special Glass Association ,{firstinitial}{lastname}@{domain}
ediphymarkets.com,Ediphy,{firstinitial}{lastname}@{domain}
edwardswildman.com,Edwards Wildman Palmer LLP,{firstinitial}{lastname}@{domain}
eef.org.uk,EEF,{firstinitial}{lastname}@{domain}
eerl.com,,{firstinitial}{lastname}@{domain}
effa.eu,EFFA - European Flavour Association,{firstinitial}{lastname}@{domain}
ehnheart.org,EHN - European Heart Network ,{firstinitial}{lastname}@{domain}
elliottmgmt.com,Elliott Capital ,{firstinitial}{lastname}@{domain}
endesa.es,Endesa,{firstinitial}{lastname}@{domain}
enercon.com,ENERCON,{firstinitial}{lastname}@{domain}
enigmaconsulting.nl,Enigma Consulting,{firstinitial}{lastname}@{domain}
epicenternetwork.eu,,{firstinitial}{lastname}@{domain}
equilibriainvestments.com,,{firstinitial}{lastname}@{domain}
equitytrustees.com,Equity Trustees Fund Services,{firstinitial}{lastname}@{domain}
ercst.org,ERCST - European Roundtable on Climate Change and Sustainable Transition,{firstinitial}{lastname}@{domain}
errt.org,ERRT - European Retail Round Table,{firstinitial}{lastname}@{domain}
escardio.org,European Society of Cardiology,{firstinitial}{lastname}@{domain}
essenscia.be,Essenscia,{firstinitial}{lastname}@{domain}
essenscia.be ,Essenscia,{firstinitial}{lastname}@{domain}
estro.org,ESTRO,{firstinitial}{lastname}@{domain}
etisalat.ae,Etisalat,{firstinitial}{lastname}@{domain}
ettsa.eu,ETTSA,{firstinitial}{lastname}@{domain}
etuc.org,ETUC - European Trade Union Confederation,{firstinitial}{lastname}@{domain}
etui.org,ETUI - ,{firstinitial}{lastname}@{domain}
eucosef.org,"Fepex - FEDERACIÓN ESPAÑOLA DE ASOCIACIONES DE PRODUCTORES EXPORTADORES DE FRUTAS, HORTALIZAS, FLORES Y PLANTAS VIVAS ",{firstinitial}{lastname}@{domain}
eukconsulting.com,EUK Consulting,{firstinitial}{lastname}@{domain}
euractiv.gr,EurActiv,{firstinitial}{lastname}@{domain}
eurelectric.org,Eurelectric - Union of the Electricity Industry,{firstinitial}{lastname}@{domain}
euric-aisbl.eu,European Recycling Industries' Confederation,{firstinitial}{lastname}@{domain}
eurofuel.eu,Eurofuel - European Heating Oil Association ,{firstinitial}{lastname}@{domain}
eurolife.gr,Eurolife FFH,{firstinitial}{lastname}@{domain}
euromanuforum.com,EFM - European Forum for Manufacturing,{firstinitial}{lastname}@{domain}
euronetworldwide.com,Euronet,{firstinitial}{lastname}@{domain}
euronext.com ,Euronext,{firstinitial}{lastname}@{domain}
europamasi.com,EUROPA+i,{firstinitial}{lastname}@{domain}
europeaninstitute.org,The European Institute,{firstinitial}{lastname}@{domain}
